DVDRef	DVDNumber	BroodRef	BroodName	NestboxRef	NestboxName	OffspringNo	Age	DVDdate	DVDtime	Weather	Wind	SocialDadID	SocialMumID	SocialDadID.2009to11frommyDBparents	SocialMumID.2009to11frommyDBparents	changedfromDB
4030	VN0042	1657	N019	60	LM34	2	8	02/05/2014	16:05	0	1	4768	4059	4768	4059	NA
4024	VN0044	1656	N018	119	W1	2	8	02/05/2014	07:46	0	2	4900	6767	4900	6767	NA
4025	VN0045	1675	N037	144	W5	5	5	02/05/2014	07:45	0	2	NA	7031	NA	7031	NA
4078	VN0046	1679	N041	120	W10	4	5	02/05/2014	14:27	0	1	5222	6543	5222	6543	NA
4026	VN0047	1676	N038	15	F3	4	5	02/05/2014	06:03	1	2	5031	6641	5031	6641	NA
4027	VN0048	1677	N039	16	F4	4	5	02/05/2014	06:02	1	2	5623	6451	5623	6451	NA
4028	VN0049	1663	N025	19	F7	5	6	02/05/2014	06:02	1	2	3764	5284	3764	5284	NA
4079	VN0050	1708	N070	443	S1A	4	5	02/05/2014	12:08	0	1	6862	NA	6862	NA	NA
4080	VN0051	1666	N028	31	LM1	3	11	03/05/2014	16:58	1	1	5466	4739	5466	4739	NA
4032	VN0052	1665	N027	113	S1	4	6	03/05/2014	07:37	1	1	NA	6250	NA	6250	NA
4033	VN0053	1646	N008	431	S3R	3	6	03/05/2014	06:54	1	1	6533	6639	6533	6639	NA
4081	VN0054	1682	N044	71	LM6	4	5	04/05/2014	10:43	1	2	7267	4975	7267	4975	NA
4034	VN0055	1657	N019	60	LM34	2	10	04/05/2014	12:25	0	2	4768	4059	4768	4059	NA
4082	VN0056	1683	N045	65	LM38	4	5	04/05/2014	14:11	0	1	NA	6500	NA	6500	NA
4035	VN0057	1667	N029	26	LF2	4	11	04/05/2014	06:21	1	1	6902	6920	6902	6920	NA
4037	VN0058	1656	N018	119	W1	2	10	04/05/2014	08:05	0	1	4900	6767	4900	6767	NA
4083	VN0059	1684	N046	145	W6	4	5	04/05/2014	08:05	0	1	6503	4965	6503	4965	NA
4038	VN0060	1650	N012	139	W27	3	6	04/05/2014	06:18	1	1	6492	6555	6492	6555	NA
4039	VN0061	1681	N043	436	W26L	3	5	04/05/2014	08:03	0	1	6847	7103	6847	7103	NA
4040	VN0062	1663	N025	19	F7	5	8	04/05/2014	06:35	1	1	3764	5284	3764	5284	NA
4041	VN0063	1686	N048	42	LM2	5	5	05/05/2014	13:00	1	2	6969	6387	6969	6387	NA
4042	VN0064	1669	N031	37	LM15	3	11	05/05/2014	14:46	2	2	6808	6526	6808	6526	NA
4128	VN0065	1710	N072	47	LM23	5	5	05/05/2014	14:47	2	2	NA	5014	NA	5014	NA
4043	VN0066	1668	N030	133	W21	5	11	05/05/2014	06:00	0	2	6927	6955	6927	6955	NA
4044	VN0067	1665	N027	113	S1	4	8	05/05/2014	06:12	0	1	NA	6250	NA	6250	NA
4045	VN0068	1651	N013	115	S3	3	6	05/05/2014	06:13	0	1	4682	4576	4682	4576	NA
4046	VN0069	1654	N016	68	LM4	4	6	06/05/2014	11:20	0	1	4960	4873	4960	4873	NA
4047	VN0070	1690	N052	44	LM21	5	5	06/05/2014	14:43	0	3	NA	6977	NA	6977	NA
4051	VN0071	1687	N049	129	W19	4	5	06/05/2014	07:53	0	1	6344	6316	6344	6316	NA
4052	VN0072	1688	N050	138	W26	4	5	06/05/2014	08:00	0	1	5195	5625	5195	5625	NA
4053	VN0073	1650	N012	139	W27	3	8	06/05/2014	07:59	0	1	6492	6555	6492	6555	NA
4054	VN0074	1663	N025	19	F7	4	10	06/05/2014	06:13	0	1	3764	5284	3764	5284	NA
4055	VN0075	1689	N051	97	MR3	5	5	06/05/2014	06:19	0	1	6833	NA	6833	NA	NA
4084	VN0076	1709	N071	433	Ducks1	4	5	06/05/2014	06:11	0	1	NA	6536	NA	6536	NA
4085	VN0077	1707	N069	442	LMswitch1	5	5	06/05/2014	13:00	0	2	6648	6462	6648	6462	NA
4056	VN0078	1691	N053	106	R3	4	5	06/05/2014	10:20	0	1	6816	6871	6816	6871	NA
4057	VN0079	1692	N054	34	LM12	5	5	07/05/2014	18:38	0	3	NA	4961	NA	4961	NA
4058	VN0080	1672	N034	41	LM19	4	11	07/05/2014	18:39	0	3	4895	5140	4895	5140	NA
4059	VN0081	1670	N032	127	W17	5	11	07/05/2014	16:50	0	3	5424	4663	5424	4663	NA
4060	VN0082	1671	N033	135	W23	4	11	07/05/2014	18:22	0	3	6509	6384	6509	6384	NA
4061	VN0083	1693	N055	105	R2	5	5	07/05/2014	16:45	0	3	5311	6370	5311	6370	NA
4062	VN0084	1665	N027	113	S1	4	10	07/05/2014	06:57	0	3	NA	6250	NA	6250	NA
4063	VN0085	1651	N013	115	S3	3	8	07/05/2014	07:03	0	3	4682	4576	4682	4576	NA
4064	VN0086	1646	N008	431	S3R	3	10	07/05/2014	07:03	0	3	6533	6639	6533	6639	NA
4065	VN0089	1694	N056	438	Ducks3	4	5	07/05/2014	16:42	0	3	7060	NA	7060	NA	NA
4066	VN0090	1654	N016	68	LM4	3	8	08/05/2014	12:46	3	3	4960	4873	4960	4873	NA
4067	VN0091	1678	N040	72	LM7	4	11	08/05/2014	12:38	3	3	5675	4872	5675	4872	NA
4068	VN0092	1685	N047	32	LM10	4	11	08/05/2014	12:39	3	3	6461	4723	6461	4723	NA
4069	VN0093	1675	N037	144	W5	5	11	08/05/2014	06:16	4	3	NA	7031	NA	7031	NA
4070	VN0094	1679	N041	120	W10	4	11	08/05/2014	06:15	4	3	5222	6543	5222	6543	NA
4071	VN0095	1650	N012	139	W27	3	10	08/05/2014	08:57	4	3	6492	6555	6492	6555	NA
4072	VN0096	1676	N038	15	F3	4	11	08/05/2014	17:20	1	3	5031	6641	5031	6641	NA
4073	VN0097	1677	N039	16	F4	4	11	08/05/2014	17:21	1	3	5623	6451	5623	6451	NA
4074	VN0098	1695	N057	93	MR12	4	5	08/05/2014	17:30	1	3	6455	NA	6455	NA	NA
4075	VN0099	1653	N015	432	Woodpile2	3	6	08/05/2014	06:11	4	3	7264	7011	7264	7011	NA
4087	VN0100	1708	N070	443	S1A	4	11	08/05/2014	09:06	4	3	6862	NA	6862	NA	NA
4088	VN0101	1697	N059	33	LM11	5	5	09/05/2014	16:02	0	3	5461	4967	5461	4967	NA
4089	VN0102	1651	N013	115	S3	3	10	09/05/2014	06:11	0	4	4682	4576	4682	4576	NA
4090	VN0103	1654	N016	68	LM4	3	10	10/05/2014	17:22	0	4	4960	4873	4960	4873	NA
4093	VN0105	1660	N022	43	LM20	3	6	10/05/2014	19:20	0	4	6260	6643	6260	6643	NA
4094	VN0107	1701	N063	346	LM39	4	5	10/05/2014	17:20	0	4	7071	7641	7071	7641	NA
4095	VN0108	1702	N064	69	LM40	5	5	10/05/2014	17:19	0	4	5616	5589	5616	5589	NA
4096	VN0109	1661	N023	241	LM41	4	6	10/05/2014	19:20	0	4	5202	4933	5202	4933	NA
4097	VN0110	1684	N046	145	W6	4	11	10/05/2014	08:30	1	4	6503	4965	6503	4965	NA
4098	VN0111	1681	N043	436	W26L	3	11	10/05/2014	08:28	0	4	6847	7103	6847	7103	NA
4099	VN0112	1686	N048	42	LM2	5	11	11/05/2014	09:24	0	3	6969	6387	6969	6387	NA
4100	VN0113	1703	N065	55	LM3	4	5	11/05/2014	12:41	0	3	7203	6930	7203	6930	NA
4104	VN0114	1710	N072	47	LM23	5	11	11/05/2014	09:27	0	3	NA	5014	NA	5014	NA
4101	VN0115	1704	N066	56	LM30	5	5	11/05/2014	09:25	0	3	NA	6795	NA	6795	NA
4102	VN0116	1705	N067	124	W14	5	5	11/05/2014	05:48	0	3	5449	6638	5449	6638	NA
4103	VN0117	1706	N068	131	W20	5	5	11/05/2014	05:47	0	3	6436	6976	6436	6976	NA
4105	VN0118	1687	N049	129	W19	4	11	12/05/2014	07:56	1	2	6344	6316	6344	6316	NA
4106	VN0119	1688	N050	138	W26	4	11	12/05/2014	07:53	1	2	5195	5625	5195	5625	NA
4107	VN0120	1659	N021	13	F2	5	6	12/05/2014	09:33	1	2	6562	6967	6562	6967	NA
4108	VN0121	1691	N053	106	R3	4	11	12/05/2014	09:35	1	2	6816	6871	6816	6871	NA
4109	VN0122	1689	N051	97	MR3	5	11	12/05/2014	11:45	1	1	6833	NA	6833	NA	NA
4110	VN0123	1709	N071	433	Ducks1	4	11	12/05/2014	05:58	1	2	NA	6536	NA	6536	NA
4111	VN0124	1653	N015	432	Woodpile2	3	10	12/05/2014	05:42	1	2	7264	7011	7264	7011	NA
4112	VN0125	1707	N069	442	LMswitch1	5	11	12/05/2014	16:36	0	2	6648	6462	6648	6462	NA
4113	VN0126	1666	N028	31	LM1	2	6	12/05/2014	11:35	0	2	5466	4739	5466	4739	NA
4114	VN0127	1660	N022	43	LM20	1	8	12/05/2014	15:26	0	2	6260	6643	6260	6643	NA
4115	VN0128	1690	N052	44	LM21	5	11	12/05/2014	16:37	0	2	NA	6977	NA	6977	NA
4116	VN0129	1664	N026	238	LM37	3	6	12/05/2014	11:35	0	2	5466	6317	5466	6317	NA
4117	VN0130	1661	N023	241	LM41	2	8	12/05/2014	15:23	0	2	5202	4933	5202	4933	NA
4118	VN0131	1692	N054	34	LM12	5	11	13/05/2014	10:25	0	2	NA	4961	NA	4961	NA
4119	VN0132	1667	N029	26	LF2	4	6	13/05/2014	06:18	1	1	6902	6920	6902	6920	NA
4120	VN0133	1693	N055	105	R2	5	11	13/05/2014	07:57	1	1	5311	6370	5311	6370	NA
4121	VN0134	1694	N056	438	Ducks3	4	11	13/05/2014	06:21	1	1	7060	NA	7060	NA	NA
4122	VN0135	1696	N058	439	LM4L	3	6	14/05/2014	12:30	0	1	NA	NA	NA	NA	NA
4123	VN0136	1666	N028	31	LM1	1	8	14/05/2014	12:23	0	1	5466	4739	5466	4739	NA
4124	VN0137	1711	N073	444	LM32A	5	5	14/05/2014	15:34	0	1	7046	6812	7046	6812	NA
4125	VN0138	1660	N022	43	LM20	1	10	14/05/2014	12:24	0	1	6260	6643	6260	6643	NA
4126	VN0139	1712	N074	57	LM31	5	5	14/05/2014	14:24	0	1	6923	6649	6923	6649	NA
4127	VN0140	1664	N026	238	LM37	2	8	14/05/2014	14:30	0	1	5466	6317	5466	6317	NA
4129	VN0141	1661	N023	241	LM41	2	10	14/05/2014	10:40	0	1	5202	4933	5202	4933	NA
4130	VN0142	1659	N021	13	F2	3	8	14/05/2014	05:45	0	1	6562	6967	6562	6967	NA
4131	VN0143	1713	N075	108	R5	5	5	14/05/2014	05:39	0	1	6786	7649	6786	7649	NA
4132	VN0144	1695	N057	93	MR12	4	11	14/05/2014	06:10	0	1	6455	NA	6455	NA	NA
4133	VN0146	1697	N059	33	LM11	5	11	15/05/2014	08:47	0	0	5461	4967	5461	4967	NA
4134	VN0147	1667	N029	26	LF2	4	8	15/05/2014	05:23	0	0	6902	6920	6902	6920	NA
4135	VN0148	1668	N030	133	W21	1	6	15/05/2014	05:48	0	0	6927	6955	6927	6955	NA
4136	VN0149	1714	N076	405	Recycling4	2	5	15/05/2014	07:31	0	0	4929	4854	4929	4854	NA
4143	VN0150	1666	N028	31	LM1	1	10	16/05/2014	16:57	0	0	5466	4739	5466	4739	NA
4144	VN0151	1678	N040	72	LM7	3	6	16/05/2014	16:58	0	0	5675	4872	5675	4872	NA
4145	VN0153	1664	N026	238	LM37	2	10	16/05/2014	18:33	0	1	5466	6317	5466	6317	NA
4146	VN0154	1701	N063	346	LM39	4	11	16/05/2014	16:56	0	0	7071	7641	7071	7641	NA
4147	VN0155	1702	N064	69	LM40	5	11	16/05/2014	18:30	0	1	5616	5589	5616	5589	NA
4137	VN0156	1670	N032	127	W17	3	6	16/05/2014	09:33	0	0	5424	4663	5424	4663	NA
4138	VN0157	1671	N033	135	W23	3	6	16/05/2014	07:42	0	0	6509	6384	6509	6384	NA
4139	VN0158	1659	N021	13	F2	3	10	16/05/2014	05:26	0	0	6562	6967	6562	6967	NA
4140	VN0159	1674	N036	435	BartonsL	5	6	16/05/2014	05:52	0	0	NA	6788	NA	6788	NA
4141	VN0160	1700	N062	437	Ivy1	3	6	16/05/2014	05:37	0	0	6377	6991	6377	6991	NA
4142	VN0161	1699	N061	440	WoodPile3	2	6	16/05/2014	07:05	0	0	6944	7075	6944	7075	NA
4148	VN0162	1667	N029	26	LF2	2	10	17/05/2014	05:16	0	1	6902	6920	6902	6920	NA
4149	VN0163	1705	N067	124	W14	5	11	17/05/2014	06:57	0	1	5449	6638	5449	6638	NA
4150	VN0164	1706	N068	131	W20	5	11	17/05/2014	13:08	0	0	6436	6976	6436	6976	NA
4151	VN0165	1668	N030	133	W21	1	8	17/05/2014	07:00	0	1	6927	6955	6927	6955	NA
4152	VN0166	1676	N038	15	F3	2	6	17/05/2014	05:22	0	1	5031	6641	5031	6641	NA
4153	VN0167	1677	N039	16	F4	4	6	17/05/2014	05:23	0	1	5623	6451	5623	6451	NA
4154	VN0168	1673	N035	84	MM1	2	6	17/05/2014	12:59	0	0	6270	6269	6270	6269	NA
4155	VN0169	1703	N065	55	LM3	4	11	17/05/2014	09:13	0	1	7203	6930	7203	6930	NA
4156	VN0170	1672	N034	41	LM19	4	6	17/05/2014	09:14	0	1	4895	5140	4895	5140	NA
4157	VN0171	1704	N066	56	LM30	5	11	17/05/2014	09:12	0	1	NA	6795	NA	6795	NA
4158	VN0172	1678	N040	72	LM7	2	8	18/05/2014	17:59	0	0	5675	4872	5675	4872	NA
4159	VN0173	1685	N047	32	LM10	4	6	18/05/2014	18:00	0	0	6461	4723	6461	4723	NA
4161	VN0174	1719	N081	38	LM16	4	5	18/05/2014	18:00	0	0	5517	6321	5517	6321	NA
4162	VN0175	1679	N041	120	W10	5	6	18/05/2014	06:20	0	1	5222	6543	5222	6543	NA
4163	VN0176	1670	N032	127	W17	3	8	18/05/2014	06:18	0	1	5424	4663	5424	4663	NA
4164	VN0177	1671	N033	135	W23	3	8	18/05/2014	06:15	0	1	6509	6384	6509	6384	NA
4165	VN0178	1672	N034	41	LM19	3	8	19/05/2014	17:55	1	1	4895	5140	4895	5140	NA
4166	VN0179	1683	N045	65	LM38	1	6	19/05/2014	09:02	0	1	NA	6500	NA	6500	NA
4167	VN0180	1675	N037	144	W5	4	6	19/05/2014	06:48	1	0	NA	7031	NA	7031	NA
4168	VN0181	1684	N046	145	W6	2	6	19/05/2014	06:48	1	0	6503	4965	6503	4965	NA
4169	VN0182	1676	N038	15	F3	2	8	19/05/2014	05:24	1	0	5031	6641	5031	6641	NA
4170	VN0183	1677	N039	16	F4	3	8	19/05/2014	05:28	1	0	5623	6451	5623	6451	NA
4171	VN0184	1673	N035	84	MM1	2	8	19/05/2014	05:39	1	0	6270	6269	6270	6269	NA
4172	VN0185	1698	N060	441	W22L	3	15	19/05/2014	06:49	1	0	NA	6776	NA	6776	NA
4173	VN0186	1678	N040	72	LM7	2	10	20/05/2014	16:41	0	0	5675	4872	5675	4872	NA
4174	VN0187	1685	N047	32	LM10	3	8	20/05/2014	16:40	0	0	6461	4723	6461	4723	NA
4175	VN0188	1721	N083	54	LM29	5	5	20/05/2014	08:30	0	0	4768	4059	4768	4059	ageEstimated
4176	VN0189	1712	N074	57	LM31	5	11	20/05/2014	16:34	0	0	6923	6649	6923	6649	NA
4177	VN0190	1679	N041	120	W10	3	8	20/05/2014	05:59	1	0	5222	6543	5222	6543	NA
4178	VN0191	1670	N032	127	W17	3	10	20/05/2014	06:00	1	0	5424	4663	5424	4663	NA
4179	VN0192	1671	N033	135	W23	3	10	20/05/2014	06:00	1	0	6509	6384	6509	6384	NA
4180	VN0193	1713	N075	108	R5	5	11	20/05/2014	07:07	1	0	6786	7649	6786	7649	NA
4183	VN0196	1731	N093	451	S3R2	3	5	20/05/2014	09:46	1	1	NA	NA	NA	NA	NA
4184	VN0197	1725	N087	70	LM5	4	5	21/05/2014	08:42	0	0	7154	5407	7154	5407	ageEstimated
4185	VN0198	1682	N044	71	LM6	2	6	21/05/2014	08:42	0	0	7267	4975	7267	4975	NA
4186	VN0199	1672	N034	41	LM19	3	10	21/05/2014	08:44	0	1	4895	5140	4895	5140	NA
4187	VN0200	1710	N072	47	LM23	5	6	21/05/2014	10:44	0	0	NA	5014	NA	5014	NA
4188	VN0201	1683	N045	65	LM38	1	8	21/05/2014	10:46	0	0	NA	6500	NA	6500	NA
4189	VN0202	1675	N037	144	W5	3	8	21/05/2014	07:04	0	0	NA	7031	NA	7031	NA
4190	VN0203	1684	N046	145	W6	2	8	21/05/2014	07:04	0	0	6503	4965	6503	4965	NA
4191	VN0204	1687	N049	129	W19	3	6	21/05/2014	06:56	0	0	6344	6316	6344	6316	NA
4192	VN0205	1688	N050	138	W26	2	6	21/05/2014	10:57	0	0	5195	5625	5195	5625	NA
4193	VN0206	1676	N038	15	F3	2	10	21/05/2014	05:16	0	0	5031	6641	5031	6641	NA
4194	VN0207	1677	N039	16	F4	3	10	21/05/2014	05:17	0	0	5623	6451	5623	6451	NA
4195	VN0208	1673	N035	84	MM1	2	10	21/05/2014	16:20	0	1	6270	6269	6270	6269	NA
4196	VN0209	1709	N071	433	Ducks1	2	6	21/05/2014	14:02	0	1	NA	6536	NA	6536	NA
4197	VN0210	1694	N056	438	Ducks3	1	6	21/05/2014	05:15	0	0	7060	NA	7060	NA	NA
4198	VN0211	1707	N069	442	LMswitch1	4	6	21/05/2014	11:55	0	0	6648	6462	6648	6462	NA
4199	VN0212	1714	N076	405	Recycling4	2	11	21/05/2014	14:02	0	1	4929	4854	4929	4854	NA
4200	VN0213	1685	N047	32	LM10	3	10	22/05/2014	09:08	4	2	6461	4723	6461	4723	NA
4201	VN0214	1692	N054	34	LM12	3	6	22/05/2014	09:11	4	2	NA	4961	NA	4961	NA
4202	VN0215	1690	N052	44	LM21	3	6	22/05/2014	09:07	4	2	NA	6977	NA	6977	NA
4203	VN0216	1720	N082	62	LM36	5	11	22/05/2014	11:21	4	2	7268	6290	7268	6290	NA
4204	VN0217	1679	N041	120	W10	2	10	22/05/2014	05:58	3	2	5222	6543	5222	6543	NA
4205	VN0219	1727	N089	18	F6	3	5	22/05/2014	17:24	1	1	4943	5294	4943	5294	NA
4206	VN0220	1693	N055	105	R2	5	6	22/05/2014	19:01	1	1	5311	6370	5311	6370	NA
4207	VN0221	1691	N053	106	R3	3	6	22/05/2014	19:20	1	2	6816	6871	6816	6871	NA
4208	VN0222	1732	N094	77	ML1	5	5	22/05/2014	19:15	1	2	NA	6420	NA	6420	NA
4209	VN0223	1689	N051	97	MR3	5	6	22/05/2014	17:33	1	2	6833	NA	6833	NA	NA
4210	VN0225	1682	N044	71	LM6	2	8	23/05/2014	08:32	1	2	7267	4975	7267	4975	NA
4211	VN0226	1719	N081	38	LM16	4	10	23/05/2014	09:36	3	2	5517	6321	5517	6321	NA
4212	VN0227	1710	N072	47	LM23	4	8	23/05/2014	08:27	1	2	NA	5014	NA	5014	NA
4213	VN0228	1683	N045	65	LM38	1	10	23/05/2014	08:26	1	2	NA	6500	NA	6500	NA
4214	VN0229	1675	N037	144	W5	3	10	23/05/2014	06:26	1	2	NA	7031	NA	7031	NA
4215	VN0230	1684	N046	145	W6	2	10	23/05/2014	06:26	1	2	6503	4965	6503	4965	NA
4216	VN0231	1687	N049	129	W19	3	8	23/05/2014	11:42	1	2	6344	6316	6344	6316	NA
4217	VN0232	1688	N050	138	W26	2	8	23/05/2014	11:57	1	2	5195	5625	5195	5625	NA
4218	VN0233	1718	N080	345	W24L	1	5	23/05/2014	06:33	1	2	6816	7034	6816	7034	NA
4219	VN0234	1695	N057	93	MR12	3	6	23/05/2014	12:40	1	2	6455	NA	6455	NA	NA
4220	VN0235	1697	N059	33	LM11	4	6	24/05/2014	07:56	1	0	5461	4967	5461	4967	NA
4221	VN0238	1693	N055	105	R2	4	8	24/05/2014	05:49	0	0	5311	6370	5311	6370	NA
4222	VN0239	1691	N053	106	R3	3	8	24/05/2014	05:46	0	0	6816	6871	6816	6871	NA
4223	VN0240	1689	N051	97	MR3	3	8	24/05/2014	05:37	0	0	6833	NA	6833	NA	NA
4224	VN0241	1682	N044	71	LM6	2	10	25/05/2014	17:09	3	2	7267	4975	7267	4975	NA
4225	VN0243	1701	N063	346	LM39	2	6	25/05/2014	11:10	3	2	7071	7641	7071	7641	NA
4226	VN0244	1687	N049	129	W19	3	10	25/05/2014	07:20	3	1	6344	6316	6344	6316	NA
4227	VN0245	1688	N050	138	W26	2	10	25/05/2014	07:23	3	1	5195	5625	5195	5625	NA
4229	VN0246	1695	N057	93	MR12	3	8	25/05/2014	11:14	1	1	6455	NA	6455	NA	NA
4230	VN0247	1709	N071	433	Ducks1	2	10	25/05/2014	08:53	1	1	NA	6536	NA	6536	NA
4231	VN0248	1707	N069	442	LMswitch1	4	10	25/05/2014	11:08	3	2	6648	6462	6648	6462	NA
4232	VN0250	1692	N054	34	LM12	1	10	26/05/2014	18:21	0	0	NA	4961	NA	4961	NA
4233	VN0251	1733	N095	37	LM15	5	5	26/05/2014	20:21	0	0	6808	6526	6808	6526	NA
4234	VN0252	1690	N052	44	LM21	2	10	26/05/2014	18:19	0	0	NA	6977	NA	6977	NA
4235	VN0253	1721	N083	54	LM29	5	11	26/05/2014	20:12	0	0	4768	4059	4768	4059	ageEstimated
4236	VN0254	1702	N064	69	LM40	3	6	26/05/2014	18:15	0	0	5616	5589	5616	5589	NA
4237	VN0255	1734	N096	142	W3	4	5	26/05/2014	07:08	0	1	4900	6767	4900	6767	NA
4238	VN0256	1705	N067	124	W14	2	6	26/05/2014	07:07	0	1	5449	6638	5449	6638	NA
4239	VN0257	1735	N097	134	W22	4	4	26/05/2014	07:07	0	1	4722	6888	4722	6888	NA
4240	VN0258	1693	N055	105	R2	4	10	26/05/2014	05:21	1	1	5311	6370	5311	6370	NA
4241	VN0259	1691	N053	106	R3	3	10	26/05/2014	05:21	1	1	6816	6871	6816	6871	NA
4242	VN0260	1689	N051	97	MR3	3	10	26/05/2014	05:28	1	1	6833	NA	6833	NA	NA
4243	VN0261	1731	N093	451	S3R2	3	11	26/05/2014	11:30	0	0	NA	NA	NA	NA	NA
4244	VN0262	1703	N065	55	LM3	1	6	27/05/2014	08:15	0	0	7203	6930	7203	6930	NA
4245	VN0267	1736	N098	17	F5	4	5	27/05/2014	06:21	0	0	6790	7133	6790	7133	NA
4246	VN0268	1737	N099	19	F7	5	5	27/05/2014	06:21	0	0	3764	5284	3764	5284	NA
4247	VN0270	1695	N057	93	MR12	4	10	27/05/2014	06:27	0	0	6455	NA	6455	NA	NA
4248	VN0278	1738	N100	147	W8	4	7	29/05/2014	18:15	4	1	NA	5214	NA	5214	NA
4249	VN0280	1739	N101	113	S1	4	6	29/05/2014	15:43	4	1	6532	6250	6532	6250	NA
4250	VN0281	1740	N102	115	S3	4	7	29/05/2014	15:45	4	1	4682	4576	4682	4576	NA
4251	VN0282	1747	N109	399	S1L2	2	7	29/05/2014	15:45	4	1	6806	NA	6806	NA	NA
4253	VN0286	1741	N103	42	LM2	2	6	30/05/2014	18:59	0	1	6969	6387	6969	6387	NA
4254	VN0287	1742	N104	68	LM4	3	7	30/05/2014	19:01	0	1	4960	4873	4960	4873	NA
4255	VN0288	1702	N064	69	LM40	3	10	30/05/2014	18:57	0	1	5616	5589	5616	5589	NA
4256	VN0289	1705	N067	124	W14	2	10	30/05/2014	08:49	1	2	5449	6638	5449	6638	NA
4257	VN0290	1743	N105	101	MR7	3	5	30/05/2014	06:49	0	2	7113	6907	7113	6907	NA
4258	VN0291	1744	N106	81	ML5	4	6	30/05/2014	06:44	0	1	7019	NA	7019	NA	NA
4259	VN0292	1703	N065	55	LM3	1	10	31/05/2014	09:47	0	0	7203	6930	7203	6930	NA
4260	VN0293	1712	N074	57	LM31	4	8	31/05/2014	11:30	0	0	6923	6649	6923	6649	NA
4262	VN0294	1720	N082	62	LM36	3	6	31/05/2014	09:45	0	0	7268	6290	7268	6290	NA
4263	VN0295	1745	N107	241	LM41	5	5	31/05/2014	09:45	0	0	5202	4933	5202	4933	NA
4264	VN0296	1746	N108	146	W7	4	5	31/05/2014	06:43	0	0	6280	6845	6280	6845	NA
4265	VN0297	1698	N060	441	W22L	2	10	31/05/2014	06:41	0	0	NA	6776	NA	6776	NA
4266	VN0298	1713	N075	108	R5	5	8	31/05/2014	05:49	1	1	6786	7649	6786	7649	NA
4267	VN0299	1733	N095	37	LM15	5	11	01/06/2014	09:14	1	0	6808	6526	6808	6526	NA
4268	VN0300	1734	N096	142	W3	4	11	01/06/2014	06:46	0	0	4900	6767	4900	6767	NA
4269	VN0301	1735	N097	134	W22	4	10	01/06/2014	06:45	0	0	4722	6888	4722	6888	NA
4271	VN0303	1711	N073	444	LM32A	4	10	02/06/2014	11:06	1	1	7046	6812	7046	6812	NA
4272	VN0304	1719	N081	38	LM16	4	6	02/06/2014	11:08	1	1	5517	6321	5517	6321	NA
4273	VN0305	1712	N074	57	LM31	4	10	02/06/2014	11:05	1	1	6923	6649	6923	6649	NA
4274	VN0306	1720	N082	62	LM36	3	8	02/06/2014	12:55	0	1	7268	6290	7268	6290	NA
4275	VN0307	1738	N100	147	W8	4	11	02/06/2014	09:18	3	1	NA	5214	NA	5214	NA
4276	VN0308	1768	N130	122	W12	4	5	02/06/2014	09:17	3	1	6790	NA	6790	NA	NA
4277	VN0309	1736	N098	17	F5	4	11	02/06/2014	08:00	2	1	6790	7133	6790	7133	NA
4278	VN0310	1737	N099	19	F7	5	11	02/06/2014	07:59	2	1	3764	5284	3764	5284	NA
4279	VN0311	1713	N075	108	R5	5	10	02/06/2014	08:02	2	1	6786	7649	6786	7649	NA
4280	VN0312	1740	N102	115	S3	4	11	02/06/2014	17:32	0	1	4682	4576	4682	4576	NA
4281	VN0313	1714	N076	405	Recycling4	2	10	02/06/2014	09:20	3	1	4929	4854	4929	4854	NA
4282	VN0315	1770	N132	463	HorseL	4	5	02/06/2014	17:20	0	1	NA	6952	NA	6952	NA
4283	VN0317	1749	N111	140	W28	4	5	03/06/2014	16:03	0	0	6830	7103	6830	7103	NA
4285	VN0318	1739	N101	113	S1	4	11	03/06/2014	07:04	1	2	6532	6250	6532	6250	NA
4286	VN0319	1771	N133	456	S3R3	5	5	03/06/2014	07:02	1	2	6270	6267	6270	6267	NA
4287	VN0321	1741	N103	42	LM2	5	11	04/06/2014	13:45	0	3	6969	6387	6969	6387	NA
4288	VN0323	1719	N081	38	LM16	4	8	04/06/2014	11:15	0	2	5517	6321	5517	6321	NA
4290	VN0325	1720	N082	62	LM36	3	10	04/06/2014	11:06	0	2	7268	6290	7268	6290	NA
4291	VN0326	1750	N112	238	LM37	5	5	04/06/2014	11:10	0	2	5466	6317	5466	6317	NA
4292	VN0327	1727	N089	18	F6	3	6	04/06/2014	07:22	1	2	4943	5294	4943	5294	NA
4293	VN0328	1744	N106	81	ML5	4	11	04/06/2014	07:36	1	2	7019	NA	7019	NA	NA
4294	VN0329	1730	N092	431	S3R	4	6	04/06/2014	07:32	1	2	6533	6323	6533	6323	NA
4295	VN0330	1753	N115	72	LM7	4	5	05/06/2014	07:40	0	0	5675	4872	5675	4872	NA
4296	VN0331	1754	N116	34	LM12	5	5	05/06/2014	07:41	0	0	7267	4961	7267	4961	NA
4297	VN0332	1755	N117	40	LM18	5	5	05/06/2014	07:42	0	0	4895	5140	4895	5140	NA
4298	VN0333	1756	N118	50	LM26	5	5	05/06/2014	18:37	0	1	6894	6795	6894	6795	NA
4299	VN0334	1726	N088	12	F1	3	6	05/06/2014	05:45	0	0	NA	4976	NA	4976	NA
4300	VN0335	1757	N119	13	F2	5	5	05/06/2014	05:46	0	0	6562	6967	6562	6967	NA
