DVDRef	DVDNumber	BroodRef	BroodName	NestboxRef	NestboxName	OffspringNo	Age	DVDdate	DVDtime	Weather	Wind	SocialDadID	SocialMumID	SocialDadID.2009to11frommyDBparents	SocialMumID.2009to11frommyDBparents	changedfromDB
4301	VN0336	1758	N120	460	S3A	3	5	05/06/2014	16:58	0	1	6386	6987	6386	6987	NA
4302	VN0337	1743	N105	101	MR7	3	11	05/06/2014	05:56	0	0	7113	6907	7113	6907	NA
NA	VN0338	1725	N087	70	LM5	3	10	06/06/2014	09:01	NA	NA	7154	5407	7154	5407	AddedToDataSheet
4303	VN0339	1719	N081	38	LM16	4	10	06/06/2014	10:22	1	2	5517	6321	5517	6321	NA
NA	VN0340	1721	N083	54	LM29	1	10	06/06/2014	09:03	NA	NA	4768	4059	4768	4059	AddedToDataSheet
4304	VN0341	1745	N107	241	LM41	5	11	06/06/2014	10:22	1	2	5202	4933	5202	4933	NA
4305	VN0342	1746	N108	146	W7	4	11	06/06/2014	07:08	1	2	6280	6845	6280	6845	NA
4306	VN0343	1762	N124	127	W17	5	5	06/06/2014	05:33	1	2	5424	4663	5424	4663	NA
4307	VN0344	1763	N125	131	W20	5	5	06/06/2014	05:33	1	2	6436	6976	6436	6976	NA
4308	VN0345	1727	N089	18	F6	3	8	06/06/2014	15:05	0	1	4943	5294	4943	5294	NA
4309	VN0346	1732	N094	77	ML1	2	6	06/06/2014	07:13	1	2	NA	6420	NA	6420	NA
4310	VN0347	1764	N126	26	LF2	4	5	07/06/2014	08:53	1	2	6902	6920	6902	6920	NA
4311	VN0348	1765	N127	133	W21	5	5	07/06/2014	07:05	0	1	6927	6955	6927	6955	NA
4312	VN0349	1726	N088	12	F1	3	8	07/06/2014	10:10	1	2	NA	4976	NA	4976	NA
4313	VN0351	1766	N128	31	LM1	4	5	08/06/2014	07:49	0	2	5466	4739	5466	4739	NA
4314	VN0352	1734	N096	142	W3	4	6	08/06/2014	05:47	0	1	4900	6767	4900	6767	NA
4315	VN0354	1727	N089	18	F6	3	10	08/06/2014	07:21	0	1	4943	5294	4943	5294	NA
4317	VN0355	1732	N094	77	ML1	2	8	08/06/2014	09:06	0	2	NA	6420	NA	6420	NA
4318	VN0356	1733	N095	37	LM15	4	6	09/06/2014	10:57	0	1	6808	6526	6808	6526	NA
4319	VN0357	1749	N111	140	W28	4	11	09/06/2014	08:11	0	1	6830	7103	6830	7103	NA
4320	VN0358	1726	N088	12	F1	3	10	09/06/2014	06:31	1	1	NA	4976	NA	4976	NA
4321	VN0359	1771	N133	456	S3R3	5	11	09/06/2014	07:17	0	1	6270	6267	6270	6267	NA
4322	VN0360	1772	N134	453	LodgeWall2	5	11	09/06/2014	06:33	1	1	6817	6530	6817	6530	NA
4323	VN0361	1750	N112	238	LM37	5	11	10/06/2014	07:01	0	2	5466	6317	5466	6317	NA
4324	VN0362	1777	N139	446	LM4B	4	5	10/06/2014	07:01	0	2	NA	7868	NA	7868	NA
4325	VN0363	1734	N096	142	W3	4	8	10/06/2014	10:57	0	1	4900	6767	4900	6767	NA
4326	VN0364	1774	N136	145	W6	4	5	10/06/2014	10:57	0	1	6503	4965	6503	4965	NA
4327	VN0365	1735	N097	134	W22	3	6	10/06/2014	09:17	0	2	4722	6888	4722	6888	NA
4328	VN0366	1775	N137	136	W24	5	5	10/06/2014	09:16	0	2	6509	6384	6509	6384	NA
4329	VN0367	1776	N138	15	F3	4	5	10/06/2014	05:13	1	2	5031	6641	5031	6641	NA
4330	VN0368	1732	N094	77	ML1	2	10	10/06/2014	05:20	1	2	NA	6420	NA	6420	NA
4332	VN0370	1754	N116	34	LM12	5	11	11/06/2014	12:59	0	1	7267	4961	7267	4961	NA
4333	VN0372	1755	N117	40	LM18	5	11	11/06/2014	14:55	0	1	4895	5140	4895	5140	NA
4334	VN0373	1756	N118	50	LM26	5	11	11/06/2014	14:53	0	1	6894	6795	6894	6795	NA
4335	VN0374	1738	N100	147	W8	4	6	11/06/2014	05:20	0	1	NA	5214	NA	5214	NA
4336	VN0375	1778	N140	120	W10	4	5	11/06/2014	05:20	0	1	5222	6543	5222	6543	NA
4337	VN0376	1873	N235	121	W11	1	5	11/06/2014	06:59	0	1	NA	NA	NA	NA	NA
4338	VN0377	1779	N141	137	W25	4	5	11/06/2014	06:59	0	1	5195	5625	5195	5625	NA
4339	VN0378	1757	N119	13	F2	5	11	11/06/2014	10:19	0	1	6562	6967	6562	6967	NA
4340	VN0379	1736	N098	17	F5	2	6	11/06/2014	08:38	0	1	6790	7133	6790	7133	NA
4341	VN0380	1737	N099	19	F7	3	6	11/06/2014	08:38	0	1	3764	5284	3764	5284	NA
4342	VN0381	1758	N120	460	S3A	3	11	11/06/2014	10:54	0	1	6386	6987	6386	6987	NA
4343	VN0382	1816	N178	454	BartonsM	1	5	11/06/2014	17:37	0	1	6391	NA	6391	NA	NA
4344	VN0383	1742	N104	68	LM4	1	6	12/06/2014	07:02	2	0	4960	4873	4960	4873	NA
4345	VN0384	1780	N142	74	LM9	5	5	12/06/2014	12:11	0	1	6461	4723	6461	4723	NA
4346	VN0385	1781	N143	47	LM23	5	5	12/06/2014	12:14	0	1	4895	5014	4895	5014	NA
4347	VN0386	1734	N096	142	W3	4	10	12/06/2014	09:49	0	0	4900	6767	4900	6767	NA
4348	VN0387	1762	N124	127	W17	5	11	12/06/2014	15:21	0	0	5424	4663	5424	4663	NA
4349	VN0388	1763	N125	131	W20	5	11	12/06/2014	10:08	0	0	6436	6976	6436	6976	NA
4350	VN0389	1735	N097	134	W22	3	8	12/06/2014	09:04	0	1	4722	6888	4722	6888	NA
4351	VN0390	1782	N144	16	F4	4	5	12/06/2014	08:15	0	0	5623	6451	5623	6451	NA
4352	VN0391	1739	N101	113	S1	4	6	12/06/2014	05:19	0	0	6532	6250	6532	6250	NA
4353	VN0392	1740	N102	115	S3	5	6	12/06/2014	05:19	0	0	4682	4576	4682	4576	NA
4354	VN0393	1783	N145	65	LM38	4	6	12/06/2014	14:07	0	1	6527	6500	6527	6500	NA
4355	VN0394	1759	N121	36	LM14	4	6	13/06/2014	06:14	0	0	6260	6643	6260	6643	NA
4356	VN0395	1733	N095	37	LM15	3	10	13/06/2014	06:15	0	0	6808	6526	6808	6526	NA
4357	VN0396	1784	N146	44	LM21	5	5	13/06/2014	09:55	0	0	6581	6977	6581	6977	NA
4358	VN0397	1764	N126	26	LF2	4	11	13/06/2014	11:38	0	0	6902	6920	6902	6920	NA
4359	VN0399	1738	N100	147	W8	4	8	13/06/2014	13:34	0	0	NA	5214	NA	5214	NA
4361	VN0400	1785	N147	129	W19	4	5	13/06/2014	13:35	0	0	6344	6316	6344	6316	NA
4362	VN0401	1765	N127	133	W21	5	11	13/06/2014	08:04	0	1	6927	6955	6927	6955	NA
4363	VN0402	1718	N080	345	W24L	4	6	13/06/2014	09:46	0	0	6816	7034	6816	7034	NA
4364	VN0403	1736	N098	17	F5	2	8	13/06/2014	05:05	0	0	6790	7133	6790	7133	NA
4365	VN0404	1737	N099	19	F7	3	8	13/06/2014	05:06	0	0	3764	5284	3764	5284	NA
4366	VN0405	1743	N105	101	MR7	3	6	13/06/2014	11:53	0	1	7113	6907	7113	6907	NA
4367	VN0406	1761	N123	139	W27	4	6	13/06/2014	08:03	0	1	6492	6555	6492	6555	NA
4368	VN0407	1766	N128	31	LM1	4	11	14/06/2014	07:48	0	1	5466	4739	5466	4739	NA
4369	VN0408	1742	N104	68	LM4	1	8	14/06/2014	09:25	0	2	4960	4873	4960	4873	NA
4370	VN0409	1786	N148	71	LM6	5	5	14/06/2014	07:49	0	1	7267	4975	7267	4975	NA
4371	VN0410	1735	N097	134	W22	3	10	14/06/2014	06:13	0	1	4722	6888	4722	6888	NA
4372	VN0411	1739	N101	113	S1	4	8	14/06/2014	04:59	0	1	6532	6250	6532	6250	NA
4373	VN0412	1740	N102	115	S3	5	8	14/06/2014	05:00	0	1	4682	4576	4682	4576	NA
4374	VN0413	1787	N149	437	Ivy1	4	6	14/06/2014	06:07	0	1	6377	6991	6377	6991	NA
4375	VN0414	1759	N121	36	LM14	3	8	15/06/2014	12:36	0	1	6260	6643	6260	6643	NA
4376	VN0415	1788	N150	442	LMswitch1	5	5	15/06/2014	13:45	0	1	6648	6462	6648	6462	NA
4377	VN0416	1746	N108	146	W7	4	6	15/06/2014	09:33	1	1	6280	6845	6280	6845	NA
4378	VN0417	1738	N100	147	W8	4	10	15/06/2014	09:33	1	1	NA	5214	NA	5214	NA
4379	VN0418	1761	N123	139	W27	4	8	15/06/2014	12:47	0	1	6492	6555	6492	6555	NA
4380	VN0419	1736	N098	17	F5	2	10	15/06/2014	07:57	0	1	6790	7133	6790	7133	NA
4381	VN0420	1737	N099	19	F7	3	10	15/06/2014	07:57	0	1	3764	5284	3764	5284	NA
4382	VN0421	1743	N105	101	MR7	3	8	15/06/2014	11:18	1	1	7113	6907	7113	6907	NA
4383	VN0422	1767	N129	440	WoodPile3	5	6	15/06/2014	11:06	1	1	7264	7011	7264	7011	NA
4384	VN0423	1777	N139	446	LM4B	4	11	16/06/2014	10:35	0	1	NA	7868	NA	7868	NA
4385	VN0424	1742	N104	68	LM4	1	10	16/06/2014	10:35	0	1	4960	4873	4960	4873	NA
4386	VN0425	1790	N152	33	LM11	5	5	16/06/2014	12:23	2	1	5461	4967	5461	4967	NA
4387	VN0426	1774	N136	145	W6	4	11	16/06/2014	07:05	0	0	6503	4965	6503	4965	NA
4388	VN0427	1775	N137	136	W24	5	11	16/06/2014	07:06	1	1	6509	6384	6509	6384	NA
4389	VN0428	1776	N138	15	F3	4	11	16/06/2014	12:28	2	1	5031	6641	5031	6641	NA
4390	VN0429	1769	N131	462	HorseM	1	6	16/06/2014	08:53	1	1	6563	6458	6563	6458	NA
4391	VN0430	1791	N153	466	Sroof1	3	5	16/06/2014	08:45	1	1	6862	NA	6862	NA	NA
4392	VN0431	1739	N101	113	S1	4	10	16/06/2014	05:27	1	1	6532	6250	6532	6250	NA
4393	VN0432	1740	N102	115	S3	5	10	16/06/2014	05:27	1	1	4682	4576	4682	4576	NA
4394	VN0433	1759	N121	36	LM14	4	10	17/06/2014	10:37	0	1	6260	6643	6260	6643	NA
4395	VN0434	1792	N154	53	LM28	5	5	17/06/2014	10:36	0	1	5616	5589	5616	5589	NA
4396	VN0435	1783	N145	65	LM38	4	11	17/06/2014	14:19	0	1	6527	6500	6527	6500	NA
4397	VN0436	1746	N108	146	W7	4	8	17/06/2014	13:55	0	0	6280	6845	6280	6845	NA
4398	VN0437	1778	N140	120	W10	4	11	17/06/2014	14:58	0	0	5222	6543	5222	6543	NA
4399	VN0438	1873	N235	121	W11	1	11	17/06/2014	08:40	0	1	NA	NA	NA	NA	NA
4400	VN0439	1779	N141	137	W25	4	11	17/06/2014	08:42	0	1	5195	5625	5195	5625	NA
4401	VN0440	1761	N123	139	W27	4	10	17/06/2014	06:54	0	1	6492	6555	6492	6555	NA
4402	VN0441	1718	N080	345	W24L	3	10	17/06/2014	06:53	0	1	6816	7034	6816	7034	NA
4403	VN0442	1793	N155	405	Recycling4	5	5	17/06/2014	16:27	0	1	4929	4854	4929	4854	NA
4404	VN0443	1770	N132	463	HorseL	1	6	17/06/2014	05:17	0	0	NA	6952	NA	6952	NA
4405	VN0444	1794	N156	105	R2	4	5	17/06/2014	05:16	0	1	6816	6871	6816	6871	NA
4406	VN0445	1743	N105	101	MR7	3	10	17/06/2014	12:24	0	1	7113	6907	7113	6907	NA
4407	VN0446	1816	N178	454	BartonsM	1	11	17/06/2014	12:20	0	2	6391	NA	6391	NA	NA
4408	VN0447	1809	N171	55	LM3	4	5	18/06/2014	10:50	0	1	7203	6930	7203	6930	NA
4409	VN0448	1780	N142	74	LM9	5	11	18/06/2014	10:49	0	1	6461	4723	6461	4723	NA
4410	VN0449	1781	N143	47	LM23	5	11	18/06/2014	12:27	0	1	4895	5014	4895	5014	NA
4411	VN0450	1795	N157	122	W12	3	5	18/06/2014	06:50	0	1	6790	6974	6790	6974	NA
4412	VN0451	1749	N111	140	W28	2	6	18/06/2014	06:54	0	1	6830	7103	6830	7103	NA
4413	VN0452	1782	N144	16	F4	4	11	18/06/2014	05:20	0	1	5623	6451	5623	6451	NA
4414	VN0453	1817	N179	433	Ducks1	4	5	18/06/2014	12:42	0	1	6391	6536	6391	6536	NA
4415	VN0454	1771	N133	456	S3R3	3	6	18/06/2014	08:32	0	1	6270	6267	6270	6267	NA
4416	VN0455	1758	N120	460	S3A	3	6	18/06/2014	08:32	0	1	6386	6987	6386	6987	NA
4417	VN0456	1796	N158	452	LodgeWall1	4	5	18/06/2014	05:15	0	2	7274	6774	7274	6774	NA
4418	VN0457	1753	N115	72	LM7	4	6	19/06/2014	08:47	0	2	5675	4872	5675	4872	NA
4419	VN0458	1784	N146	44	LM21	5	11	19/06/2014	12:21	0	2	6581	6977	6581	6977	NA
4420	VN0459	1797	N159	57	LM31	5	5	19/06/2014	08:46	0	2	6923	6649	6923	6649	NA
4421	VN0460	1798	N160	61	LM35	5	5	19/06/2014	10:38	0	2	4768	4059	4768	4059	NA
4422	VN0461	1799	N161	346	LM39	5	5	19/06/2014	10:37	0	2	7071	7641	7071	7641	NA
4423	VN0462	1772	N134	453	LodgeWall2	5	6	19/06/2014	05:11	0	1	6817	6530	6817	6530	NA
4424	VN0463	1746	N108	146	W7	4	10	19/06/2014	06:47	0	1	6280	6845	6280	6845	NA
4425	VN0464	1785	N147	129	W19	4	11	19/06/2014	06:48	0	1	6344	6316	6344	6316	NA
4426	VN0465	1786	N148	71	LM6	5	11	20/06/2014	11:25	0	0	7267	4975	7267	4975	NA
4427	VN0466	1754	N116	34	LM12	3	6	20/06/2014	09:44	0	0	7267	4961	7267	4961	NA
4428	VN0467	1750	N112	238	LM37	2	6	20/06/2014	09:44	0	0	5466	6317	5466	6317	NA
4429	VN0468	1800	N162	123	W13	4	5	20/06/2014	07:28	0	1	5449	6638	5449	6638	NA
4430	VN0469	1762	N124	127	W17	4	6	20/06/2014	07:28	0	1	5424	4663	5424	4663	NA
4431	VN0470	1749	N111	140	W28	2	8	20/06/2014	11:35	0	0	6830	7103	6830	7103	NA
4432	VN0471	1801	N163	97	MR3	4	5	20/06/2014	05:18	0	1	6833	7040	6833	7040	NA
4433	VN0472	1787	N149	437	Ivy1	4	12	20/06/2014	05:20	0	1	6377	6991	6377	6991	NA
4434	VN0473	1753	N115	72	LM7	4	8	21/06/2014	10:47	0	1	5675	4872	5675	4872	NA
4435	VN0474	1755	N117	40	LM18	4	6	21/06/2014	07:08	0	1	4895	5140	4895	5140	NA
4436	VN0475	1802	N164	241	LM41	4	5	21/06/2014	07:07	0	1	5202	6387	5202	6387	NA
4437	VN0476	1764	N126	26	LF2	4	6	21/06/2014	05:19	0	1	6902	6920	6902	6920	NA
4438	VN0477	1788	N150	442	LMswitch1	5	11	21/06/2014	08:59	0	1	6648	6462	6648	6462	NA
4439	VN0478	1757	N119	13	F2	5	6	21/06/2014	09:13	0	1	6562	6967	6562	6967	NA
4440	VN0479	1803	N165	467	Bartonsend	4	5	21/06/2014	05:17	0	1	7002	6994	7002	6994	NA
4442	VN0481	1754	N116	34	LM12	3	8	22/06/2014	10:46	0	1	7267	4961	7267	4961	NA
4443	VN0482	1756	N118	50	LM26	1	6	22/06/2014	08:49	0	1	6894	6795	6894	6795	NA
4444	VN0483	1804	N166	62	LM36	4	5	22/06/2014	08:48	0	1	7268	6290	7268	6290	NA
4445	VN0484	1750	N112	238	LM37	2	8	22/06/2014	10:47	0	1	5466	6317	5466	6317	NA
4446	VN0485	1762	N124	127	W17	3	8	22/06/2014	14:26	0	1	5424	4663	5424	4663	NA
4447	VN0486	1763	N125	131	W20	2	6	22/06/2014	06:51	0	1	6436	6976	6436	6976	NA
4448	VN0487	1749	N111	140	W28	2	10	22/06/2014	06:51	0	1	6830	7103	6830	7103	NA
4449	VN0488	1805	N167	5	C3	4	5	22/06/2014	05:14	0	1	6435	6812	6435	6812	NA
4450	VN0489	1791	N153	466	Sroof1	3	11	22/06/2014	12:38	0	1	6862	NA	6862	NA	NA
4451	VN0490	1758	N120	460	S3A	2	10	22/06/2014	12:36	0	1	6386	6987	6386	6987	NA
4452	VN0491	1771	N133	456	S3R3	3	10	22/06/2014	05:14	0	1	6270	6267	6270	6267	NA
4453	VN0492	1806	N168	42	LM2	5	5	23/06/2014	10:12	0	0	6969	5294	6969	5294	NA
4454	VN0493	1753	N115	72	LM7	4	10	23/06/2014	06:55	0	0	5675	4872	5675	4872	NA
4455	VN0494	1807	N169	37	LM15	5	5	23/06/2014	06:54	0	0	6808	6935	6808	6935	NA
4456	VN0495	1755	N117	40	LM18	4	8	23/06/2014	13:42	0	0	4895	5140	4895	5140	NA
4457	VN0496	1792	N154	53	LM28	5	11	23/06/2014	10:11	0	0	5616	5589	5616	5589	NA
4458	VN0497	1772	N134	453	LodgeWall2	5	10	23/06/2014	05:14	0	0	6817	6530	6817	6530	NA
4459	VN0498	1764	N126	26	LF2	4	8	23/06/2014	08:57	0	0	6902	6920	6902	6920	NA
4460	VN0499	1765	N127	133	W21	3	6	23/06/2014	12:03	0	0	6927	6955	6927	6955	NA
4461	VN0500	1757	N119	13	F2	5	8	23/06/2014	08:47	0	0	6562	6967	6562	6967	NA
4462	VN0501	1794	N156	105	R2	4	11	23/06/2014	05:18	0	0	6816	6871	6816	6871	NA
4463	VN0502	1793	N155	405	Recycling4	5	11	23/06/2014	12:17	0	1	4929	4854	4929	4854	NA
4464	VN0503	1766	N128	31	LM1	1	6	24/06/2014	11:55	0	1	5466	4739	5466	4739	NA
4465	VN0504	1809	N171	55	LM3	4	11	24/06/2014	13:35	0	1	7203	6930	7203	6930	NA
4466	VN0505	1754	N116	34	LM12	3	10	24/06/2014	13:36	0	1	7267	4961	7267	4961	NA
4467	VN0506	1756	N118	50	LM26	1	8	24/06/2014	16:40	0	1	6894	6795	6894	6795	NA
4468	VN0507	1750	N112	238	LM37	2	10	24/06/2014	11:54	0	1	5466	6317	5466	6317	NA
4469	VN0508	1796	N158	452	LodgeWall1	4	11	24/06/2014	05:17	0	1	7274	6774	7274	6774	NA
4470	VN0509	1795	N157	122	W12	3	11	24/06/2014	07:02	0	1	6790	6974	6790	6974	NA
4471	VN0510	1762	N124	127	W17	4	10	24/06/2014	07:02	0	1	5424	4663	5424	4663	NA
4472	VN0511	1763	N125	131	W20	2	8	24/06/2014	16:36	0	0	6436	6976	6436	6976	NA
4473	VN0512	1817	N179	433	Ducks1	4	11	24/06/2014	08:58	0	1	6391	6536	6391	6536	NA
4474	VN0513	1755	N117	40	LM18	4	10	25/06/2014	10:43	0	1	4895	5140	4895	5140	NA
4475	VN0514	1797	N159	57	LM31	5	11	25/06/2014	12:23	0	1	6923	6649	6923	6649	NA
4476	VN0515	1798	N160	61	LM35	5	11	25/06/2014	12:23	0	1	4768	4059	4768	4059	NA
4477	VN0516	1799	N161	346	LM39	5	11	25/06/2014	18:13	1	0	7071	7641	7071	7641	NA
4478	VN0517	1764	N126	26	LF2	4	10	25/06/2014	10:43	0	1	6902	6920	6902	6920	NA
4479	VN0518	1774	N136	145	W6	3	6	25/06/2014	09:04	0	1	6503	4965	6503	4965	NA
4480	VN0519	1765	N127	133	W21	3	8	25/06/2014	17:56	1	1	6927	6955	6927	6955	NA
4482	VN0520	1808	N170	135	W23	4	5	25/06/2014	09:06	0	1	6924	6776	6924	6776	NA
4483	VN0521	1775	N137	136	W24	4	6	25/06/2014	06:55	0	0	6509	6384	6509	6384	NA
4484	VN0522	1779	N141	137	W25	3	6	25/06/2014	06:55	0	0	5195	5625	5195	5625	NA
4485	VN0523	1757	N119	13	F2	5	10	25/06/2014	05:17	0	0	6562	6967	6562	6967	NA
4486	VN0524	1776	N138	15	F3	4	6	25/06/2014	05:18	0	0	5031	6641	5031	6641	NA
4487	VN0525	1777	N139	446	LM4B	4	6	25/06/2014	15:59	1	1	NA	7868	NA	7868	NA
4488	VN0526	1766	N128	31	LM1	1	8	26/06/2014	14:16	3	2	5466	4739	5466	4739	NA
4489	VN0527	1756	N118	50	LM26	1	10	26/06/2014	14:17	3	2	6894	6795	6894	6795	NA
4490	VN0528	1783	N145	65	LM38	3	6	26/06/2014	15:54	1	1	6527	6500	6527	6500	NA
4491	VN0529	1778	N140	120	W10	3	6	26/06/2014	07:09	0	1	5222	6543	5222	6543	NA
4492	VN0530	1800	N162	123	W13	4	11	26/06/2014	08:49	1	1	5449	6638	5449	6638	NA
4493	VN0531	1763	N125	131	W20	2	10	26/06/2014	07:08	0	1	6436	6976	6436	6976	NA
4494	VN0532	1801	N163	97	MR3	4	11	26/06/2014	05:29	0	1	6833	7040	6833	7040	NA
4495	VN0533	1780	N142	74	LM9	2	6	27/06/2014	08:00	1	2	6461	4723	6461	4723	NA
4496	VN0534	1781	N143	47	LM23	2	6	27/06/2014	08:00	1	2	4895	5014	4895	5014	NA
4497	VN0535	1802	N164	241	LM41	4	11	27/06/2014	09:35	3	1	5202	6387	5202	6387	NA
4498	VN0536	1774	N136	145	W6	3	8	27/06/2014	15:48	0	1	6503	4965	6503	4965	NA
4499	VN0537	1785	N147	129	W19	3	6	27/06/2014	12:54	0	1	6344	6316	6344	6316	NA
4500	VN0538	1765	N127	133	W21	3	10	27/06/2014	12:54	0	1	6927	6955	6927	6955	NA
4501	VN0539	1775	N137	136	W24	4	8	27/06/2014	14:33	0	1	6509	6384	6509	6384	NA
4502	VN0540	1779	N141	137	W25	3	8	27/06/2014	14:35	0	1	5195	5625	5195	5625	NA
4503	VN0541	1810	N172	12	F1	5	5	27/06/2014	06:20	0	1	5139	4976	5139	4976	NA
4504	VN0542	1776	N138	15	F3	4	8	27/06/2014	11:26	0	1	5031	6641	5031	6641	NA
4505	VN0543	1782	N144	16	F4	4	6	27/06/2014	06:21	0	1	5623	6451	5623	6451	NA
4506	VN0544	1803	N165	467	Bartonsend	4	11	27/06/2014	11:27	0	1	7002	6994	7002	6994	NA
4507	VN0545	1766	N128	31	LM1	1	10	28/06/2014	10:28	0	0	5466	4739	5466	4739	NA
4508	VN0546	1786	N148	71	LM6	3	6	28/06/2014	08:53	0	0	7267	4975	7267	4975	NA
4509	VN0547	1784	N146	44	LM21	4	6	28/06/2014	10:27	0	0	6581	6977	6581	6977	NA
4510	VN0548	1811	N173	45	LM22	3	5	28/06/2014	11:59	0	0	5517	6321	5517	6321	NA
4511	VN0549	1804	N166	62	LM36	4	11	28/06/2014	11:59	0	0	7268	6290	7268	6290	NA
4512	VN0550	1783	N145	65	LM38	3	8	28/06/2014	13:33	0	0	6527	6500	6527	6500	NA
4513	VN0551	1778	N140	120	W10	4	8	28/06/2014	06:57	0	0	5222	6543	5222	6543	NA
4514	VN0552	1812	N174	109	R6	4	5	28/06/2014	05:19	0	0	6786	7649	6786	7649	NA
4515	VN0554	1787	N149	437	Ivy1	4	6	28/06/2014	06:54	0	0	6377	6991	6377	6991	NA
4516	VN0556	1780	N142	74	LM9	2	8	29/06/2014	10:34	0	0	6461	4723	6461	4723	NA
4517	VN0558	1781	N143	47	LM23	2	8	29/06/2014	10:37	0	0	4895	5014	4895	5014	NA
4518	VN0559	1777	N139	446	LM4B	3	10	29/06/2014	11:50	0	0	NA	7868	NA	7868	NA
4519	VN0560	1815	N177	471	LM4B2	2	6	29/06/2014	11:51	0	0	7000	7132	7000	7132	NA
4520	VN0561	1774	N136	145	W6	3	10	29/06/2014	15:12	0	0	6503	4965	6503	4965	NA
4521	VN0562	1785	N147	129	W19	3	8	29/06/2014	15:15	0	0	6344	6316	6344	6316	NA
4522	VN0563	1775	N137	136	W24	4	10	29/06/2014	13:35	0	0	6509	6384	6509	6384	NA
4523	VN0564	1779	N141	137	W25	3	10	29/06/2014	13:35	0	0	5195	5625	5195	5625	NA
4524	VN0565	1776	N138	15	F3	4	10	29/06/2014	08:47	1	1	5031	6641	5031	6641	NA
4525	VN0566	1782	N144	16	F4	3	8	29/06/2014	08:48	1	1	5623	6451	5623	6451	NA
4526	VN0567	1791	N153	466	Sroof1	3	6	29/06/2014	17:05	0	0	6862	NA	6862	NA	NA
4527	VN0568	1786	N148	71	LM6	2	8	30/06/2014	10:34	0	0	7267	4975	7267	4975	NA
4528	VN0569	1784	N146	44	LM21	3	8	30/06/2014	13:35	0	0	6581	6977	6581	6977	NA
4529	VN0570	1783	N145	65	LM38	3	10	30/06/2014	11:57	0	0	6527	6500	6527	6500	NA
4530	VN0571	1788	N150	442	LMswitch1	2	6	30/06/2014	11:56	0	0	6648	6462	6648	6462	NA
4531	VN0572	1778	N140	120	W10	3	10	30/06/2014	10:14	0	0	5222	6543	5222	6543	NA
4532	VN0573	1780	N142	74	LM9	2	10	01/07/2014	10:04	0	2	6461	4723	6461	4723	NA
4533	VN0574	1790	N152	33	LM11	4	6	01/07/2014	10:04	0	2	5461	4967	5461	4967	NA
4534	VN0575	1781	N143	47	LM23	2	10	01/07/2014	11:44	0	2	4895	5014	4895	5014	NA
4535	VN0576	1818	N180	142	W3	5	5	01/07/2014	06:56	0	1	4900	NA	4900	NA	NA
4536	VN0577	1785	N147	129	W19	3	10	01/07/2014	06:55	0	1	6344	6316	6344	6316	NA
4537	VN0578	1808	N170	135	W23	4	11	01/07/2014	08:28	0	2	6924	6776	6924	6776	NA
4538	VN0579	1782	N144	16	F4	3	10	01/07/2014	05:19	0	1	5623	6451	5623	6451	NA
4539	VN0580	1819	N181	19	F7	4	5	01/07/2014	05:18	0	1	3764	5284	3764	5284	NA
4540	VN0581	1809	N171	55	LM3	3	6	02/07/2014	06:56	0	0	7203	6930	7203	6930	NA
4541	VN0582	1786	N148	71	LM6	2	10	02/07/2014	06:55	0	0	7267	4975	7267	4975	NA
4542	VN0583	1784	N146	44	LM21	3	10	02/07/2014	08:35	0	1	6581	6977	6581	6977	NA
4543	VN0584	1795	N157	122	W12	3	6	02/07/2014	10:24	0	0	6790	6974	6790	6974	NA
4544	VN0585	1787	N149	437	Ivy1	4	10	02/07/2014	05:14	0	0	6377	6991	6377	6991	NA
4545	VN0586	1817	N179	433	Ducks1	2	6	02/07/2014	10:23	0	0	6391	6536	6391	6536	NA
4546	VN0587	1793	N155	405	Recycling4	5	6	02/07/2014	08:46	0	1	4929	4854	4929	4854	NA
4547	VN0588	1790	N152	33	LM11	4	8	03/07/2014	11:38	1	2	5461	4967	5461	4967	NA
4548	VN0589	1792	N154	53	LM28	4	6	03/07/2014	09:05	1	2	5616	5589	5616	5589	NA
4549	VN0590	1815	N177	471	LM4B2	2	10	03/07/2014	09:05	1	2	7000	7132	7000	7132	NA
4550	VN0591	1796	N158	452	LodgeWall1	3	6	03/07/2014	06:25	0	1	7274	6774	7274	6774	NA
4551	VN0592	1820	N182	147	W8	4	5	03/07/2014	10:56	1	2	4757	5214	4757	5214	NA
4552	VN0593	1810	N172	12	F1	5	11	03/07/2014	06:16	0	1	5139	4976	5139	4976	NA
4553	VN0594	1821	N183	70	LM5	4	5	04/07/2014	08:07	1	3	7154	5407	7154	5407	NA
4554	VN0595	1811	N173	45	LM22	3	11	04/07/2014	09:55	1	3	5517	6321	5517	6321	NA
4555	VN0596	1797	N159	57	LM31	4	6	04/07/2014	09:54	1	3	6923	6649	6923	6649	NA
4556	VN0597	1799	N161	346	LM39	3	6	04/07/2014	08:08	1	3	7071	7641	7071	7641	NA
4557	VN0598	1795	N157	122	W12	3	8	04/07/2014	06:40	1	2	6790	6974	6790	6974	NA
4559	VN0599	1812	N174	109	R6	4	11	04/07/2014	06:18	1	3	6786	7649	6786	7649	NA
4561	VN0600	1801	N163	97	MR3	3	6	04/07/2014	06:31	1	3	6833	7040	6833	7040	NA
4562	VN0601	1790	N152	33	LM11	4	10	05/07/2014	08:58	1	0	5461	4967	5461	4967	NA
